name,address,city,state,zip,latitude,longitude,website,top10perc,top25perc,sfratio,enrolled_total,average_tuition,perc_fresh_sat_scores,perc_fresh_act_scores,instate_price,outstate_price,gradrate_bachelor_four_years,gradrate_bachelor_five_years,gradrate_bachelor_six_years,perc_fresh_financialaid,undergraduate_enrollment,ft_enrollment,pt_enrollment,perc_americanindian_or_alaskanative_undergrad,perc_asian_undergrad,perc_blackafricanamerican_undergrad,perc_hispaniclatino_undergrad,perc_nativehawaiian_or_otherpacificislander_undergrad,perc_white_undergrad,perc_multiracial_undergrad,perc_raceunknown_undergrad,perc_nonresidentalien_undergrad,perc_asiannativehawaiianpacificislander_undergrad,perc_women_undergrad,far_west_region,great_lakes_region,mid_east_region,new_england_region,plains_region,rocky_mountains_region,southeast_region,southwest_region,us_service_schools_region,cluster
Molloy College,1000 Hempstead Ave,Rockville Centre,NY,11571,40.68597,-73.626278,www.molloy.edu,,,,501.0,23.89,90.0,29.0,43718.0,43718.0,39.0,62.0,66.0,97.0,3375.0,2903.0,1552.0,0,7.0,13.0,14.0,1.0,62.0,1.0,2.0,0.0,8.0,74.0,0,0,1,0,0,0,0,0,0,0
Monmouth University,400 Cedar Ave,West Long Branch,NJ,7764,40.280066,-74.006446,www.monmouth.edu,,,,906.0,28.771,90.0,9.0,46152.0,46152.0,42.0,59.0,61.0,100.0,4607.0,4966.0,1350.0,0,3.0,5.0,9.0,0.0,77.0,2.0,4.0,1.0,3.0,59.0,0,0,1,0,0,0,0,0,0,0
Montana State University,Montana State University,Bozeman,MT,59717,45.666829,-111.049918,www.montana.edu/,15,42,17.6,2914.0,6.51325,38.0,71.0,19452.0,33417.0,20.0,41.0,49.0,87.0,13174.0,11549.0,3303.0,1,1.0,1.0,3.0,0.0,86.0,3.0,1.0,3.0,1.0,45.0,0,0,0,0,0,1,0,0,0,1
Montana State University-Northern,300 W 11Th St,Havre,MT,59501,48.541054,-109.686457,www.msun.edu,,,,200.0,5.48,8.0,65.0,17380.0,29212.0,15.0,24.0,29.0,88.0,1250.0,918.0,416.0,11,1.0,1.0,2.0,0.0,77.0,1.0,6.0,1.0,2.0,50.0,0,0,0,0,0,1,0,0,0,1
Montana Tech Of The University Of Montana,1300 W Park St,Butte,MT,59701,46.012164,-112.557,www.mtech.edu,,,,262.0,6.37025,30.0,80.0,18724.0,30866.0,20.0,42.0,48.0,89.0,1844.0,1726.0,284.0,2,1.0,1.0,1.0,0.0,81.0,0.0,4.0,10.0,1.0,33.0,0,0,0,0,0,1,0,0,0,1
Montclair State University,1 Normal Avenue - 855 Valley Road,Montclair,NJ,7043,40.859147,-74.19855,www.montclair.edu,19,53,21.5,3040.0,10.7595,96.0,0.0,28028.0,36906.0,34.0,58.0,63.0,77.0,15431.0,14702.0,4762.0,0,5.0,9.0,23.0,0.0,47.0,3.0,9.0,2.0,5.0,61.0,0,0,1,0,0,0,0,0,0,1
Montreat College,310 Gaither Circle,Montreat,NC,28757,35.646116,-82.299054,www.montreat.edu,,,,109.0,22.9485,73.0,47.0,35690.0,35690.0,26.0,37.0,39.0,100.0,743.0,635.0,291.0,2,1.0,19.0,3.0,0.0,59.0,2.0,11.0,4.0,1.0,57.0,0,0,0,0,0,0,1,0,0,0
Morehead State University,University Blvd,Morehead,KY,40351,38.188462,-83.429742,www.moreheadstate.edu,,,,1649.0,7.054,5.0,98.0,18851.0,30099.0,22.0,39.0,45.0,99.0,10076.0,6472.0,4886.0,0,0.0,3.0,1.0,0.0,91.0,1.0,1.0,1.0,0.0,61.0,0,0,0,0,0,0,1,0,0,1
Morgan State University,1700 East Cold Spring Lane,Baltimore,MD,21251,39.344235,-76.584238,www.morgan.edu,,,,899.0,6.97125,84.0,14.0,22269.0,31683.0,11.0,26.0,34.0,95.0,6252.0,6101.0,1445.0,0,1.0,84.0,3.0,0.0,2.0,3.0,1.0,4.0,1.0,55.0,0,0,1,0,0,0,0,0,0,1
Morningside College,1501 Morningside Ave,Sioux City,IA,51106,42.47324,-96.360738,www.morningside.edu,16,36,13,367.0,24.505,0.0,100.0,38308.0,38308.0,48.0,57.0,58.0,100.0,1305.0,1275.0,1267.0,0,1.0,1.0,5.0,0.0,83.0,2.0,5.0,2.0,1.0,53.0,0,0,0,0,1,0,0,0,0,0
Mount Aloysius College,7373 Admiral Peary Hwy,Cresson,PA,16630,40.459679,-78.600898,www.mtaloy.edu/home/,,,,379.0,19.1345,82.0,23.0,34598.0,34598.0,18.0,27.0,29.0,100.0,1781.0,1277.0,558.0,0,0.0,2.0,1.0,0.0,71.0,0.0,25.0,1.0,0.0,72.0,0,0,1,0,0,0,0,0,0,0
Mount Ida College,777 Dedham Street,Newton,MA,2459,42.293205,-71.194658,www.mountida.edu,,,,307.0,26.67525,89.0,11.0,44945.0,44945.0,29.0,37.0,39.0,98.0,1268.0,1176.0,112.0,0,2.0,12.0,11.0,0.0,59.0,3.0,8.0,5.0,2.0,66.0,0,0,0,1,0,0,0,0,0,0
Mount Marty College,1105 W. 8Th Street,Yankton,SD,57078,42.874475,-97.409904,www.mtmc.edu,17,37,11.7,117.0,21.4025,2.0,91.0,34802.0,34802.0,45.0,50.0,52.0,99.0,1068.0,652.0,573.0,3,1.0,3.0,6.0,0.0,86.0,0.0,2.0,0.0,2.0,62.0,0,0,0,0,1,0,0,0,0,0
Mount Mercy University,1330 Elmhurst Dr Ne,Cedar Rapids,IA,52402,42.001931,-91.650991,www.mtmercy.edu,,,,154.0,24.8325,0.0,100.0,39075.0,39075.0,66.0,73.0,73.0,85.0,1476.0,995.0,766.0,0,2.0,4.0,2.0,0.0,84.0,1.0,5.0,3.0,2.0,69.0,0,0,0,0,1,0,0,0,0,0
Mount Olive College,634 Henderson St,Mount Olive,NC,28365,35.206314,-78.071265,www.moc.edu,,,,333.0,16.475,62.0,11.0,27850.0,27850.0,26.0,35.0,37.0,100.0,3414.0,1386.0,2028.0,2,1.0,33.0,4.0,0.0,47.0,0.0,10.0,3.0,1.0,67.0,0,0,0,0,0,0,1,0,0,1
Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,12550,41.51047,-74.012125,www.msmc.edu,14,48,15.3,449.0,24.825,92.0,24.0,42290.0,42290.0,41.0,50.0,52.0,99.0,2203.0,1811.0,745.0,1,2.0,7.0,12.0,0.0,63.0,1.0,13.0,0.0,3.0,70.0,0,0,1,0,0,0,0,0,0,0
Mount St Mary'S University,16300 Old Emmitsburg Road,Emmitsburg,MD,21727,39.680632,-77.35222,www.msmary.edu,,,,429.0,32.371,81.0,19.0,48858.0,48858.0,61.0,65.0,66.0,100.0,1741.0,1907.0,333.0,0,2.0,10.0,9.0,0.0,73.0,3.0,2.0,1.0,2.0,55.0,0,0,1,0,0,0,0,0,0,2
Mount Vernon Nazarene University,800 Martinsburg Rd,Mount Vernon,OH,43050,40.373859,-82.474667,www.mvnu.edu,,,,302.0,22.4975,14.0,99.0,35020.0,35020.0,49.0,59.0,60.0,100.0,1829.0,1667.0,562.0,0,0.0,5.0,2.0,0.0,83.0,2.0,7.0,0.0,1.0,64.0,0,1,0,0,0,0,0,0,0,0
Muhlenberg College,2400 Chew Street,Allentown,PA,18104,40.597477,-75.508283,www.muhlenberg.edu,30,61,12.8,579.0,40.64,70.0,23.0,55370.0,55370.0,81.0,85.0,86.0,91.0,2448.0,2323.0,125.0,0,3.0,3.0,5.0,0.0,76.0,2.0,10.0,1.0,3.0,59.0,0,0,1,0,0,0,0,0,0,2
Murray State University,218 Wells Hall,Murray,KY,42071,36.61241,-88.323493,www.murraystate.edu,29,55,20.2,1626.0,6.681,2.0,93.0,18898.0,31018.0,29.0,48.0,53.0,99.0,9172.0,7838.0,3105.0,0,1.0,7.0,2.0,0.0,82.0,2.0,2.0,5.0,1.0,58.0,0,0,0,0,0,0,1,0,0,1
Muskingum University,163 Stormont Street,New Concord,OH,43762,39.996635,-81.737192,www.muskingum.edu/,,,,405.0,22.129,13.0,88.0,35694.0,35694.0,29.0,45.0,48.0,100.0,1728.0,1501.0,653.0,0,0.0,6.0,2.0,0.0,79.0,3.0,6.0,5.0,0.0,55.0,0,1,0,0,0,0,0,0,0,0
Nebraska Wesleyan University,5000 St Paul Ave,Lincoln,NE,68504,40.839089,-96.6483,www.nebrwesleyan.edu/,,,,378.0,25.3225,6.0,96.0,39492.0,39492.0,55.0,67.0,68.0,100.0,1927.0,1639.0,510.0,0,2.0,3.0,4.0,0.0,82.0,2.0,6.0,1.0,2.0,62.0,0,0,0,0,1,0,0,0,0,0
Neumann University,One Neumann Drive,Aston,PA,19014,39.874866,-75.440007,www.neumann.edu,,,,503.0,23.6965,95.0,10.0,39475.0,39475.0,29.0,46.0,50.0,100.0,2573.0,2173.0,783.0,0,1.0,18.0,3.0,0.0,51.0,2.0,24.0,1.0,1.0,64.0,0,0,1,0,0,0,0,0,0,0
Newberry College,2100 College St,Newberry,SC,29108,34.283787,-81.620689,www.newberry.edu,14,36,11.4,238.0,23.2045,72.0,58.0,40365.0,40365.0,27.0,41.0,45.0,100.0,1039.0,1007.0,32.0,1,1.0,26.0,4.0,0.0,61.0,2.0,2.0,3.0,1.0,46.0,0,0,0,0,0,0,1,0,0,0
New College Of Florida,5800 Bay Shore Road,Sarasota,FL,34243,27.384925,-82.55858,www.ncf.edu,,,,222.0,6.26825,85.0,54.0,20067.0,43095.0,57.0,64.0,66.0,100.0,793.0,793.0,0.0,0,3.0,3.0,14.0,0.0,74.0,4.0,2.0,1.0,3.0,57.0,0,0,0,0,0,0,1,0,0,1
New Jersey City University,2039 Kennedy Blvd,Jersey City,NJ,7305,40.709937,-74.08727,www.njcu.edu,,,,649.0,10.0865,72.0,0.0,25863.0,34275.0,5.0,19.0,32.0,90.0,6437.0,5204.0,3238.0,0,8.0,21.0,35.0,0.0,25.0,1.0,9.0,1.0,8.0,60.0,0,0,1,0,0,0,0,0,0,1
New Jersey Institute Of Technology,University Heights,Newark,NJ,7102,40.741997,-74.177113,www.njit.edu/,27,62,13.5,1029.0,14.3255,96.0,7.0,31484.0,44540.0,23.0,46.0,58.0,87.0,7317.0,7305.0,2825.0,0,19.0,8.0,19.0,0.0,31.0,2.0,17.0,4.0,19.0,24.0,0,0,1,0,0,0,0,0,0,0
Newman University,3100 Mccormick Ave,Wichita,KS,67213,37.672306,-97.378803,www.newmanu.edu,,,,165.0,22.079,8.0,90.0,34408.0,34408.0,33.0,46.0,50.0,99.0,2795.0,1275.0,2461.0,1,5.0,4.0,11.0,0.0,73.0,3.0,1.0,3.0,5.0,62.0,0,0,0,0,1,0,0,0,0,0
New Mexico Institute Of Mining And Technology,801 Leroy Place,Socorro,NM,87801,34.06619,-106.907701,www.nmt.edu,,,,318.0,5.363,38.0,89.0,18762.0,30121.0,19.0,38.0,44.0,96.0,1604.0,1651.0,483.0,3,3.0,2.0,26.0,0.0,59.0,3.0,0.0,3.0,3.0,30.0,0,0,0,0,0,0,0,1,0,1
New Mexico State University-Main Campus,2850 Weddell Street,Las Cruces,NM,88003,32.282875,-106.747841,www.nmsu.edu/,,,,1918.0,5.99,23.0,84.0,18255.0,31679.0,16.0,37.0,43.0,97.0,13582.0,13006.0,3759.0,2,1.0,3.0,52.0,0.0,32.0,1.0,4.0,4.0,1.0,53.0,0,0,0,0,0,0,0,1,0,1
New York Institute Of Technology,2 Northern Blvd,Old Westbury,NY,11568,40.814402,-73.608885,www.nyit.edu,,,,841.0,28.12,87.0,15.0,48552.0,48552.0,25.0,43.0,47.0,97.0,4456.0,6028.0,1517.0,0,12.0,8.0,12.0,0.0,19.0,1.0,35.0,13.0,13.0,37.0,0,0,1,0,0,0,0,0,0,2
New York University,70 Washington Sq South,New York,NY,10012,40.729452,-73.997264,www.nyu.edu,70,86,7.8,5207.0,42.435,78.0,22.0,63540.0,63540.0,77.0,82.0,84.0,55.0,22615.0,35096.0,9503.0,0,18.0,5.0,10.0,0.0,39.0,3.0,11.0,14.0,18.0,60.0,0,0,1,0,0,0,0,0,0,3
Niagara University,Lewiston Road,Niagara University,NY,14109,43.137279,-79.036689,www.niagara.edu,65,99,14.2,700.0,26.87,94.0,40.0,42350.0,42350.0,60.0,65.0,65.0,98.0,2896.0,3342.0,714.0,1,1.0,6.0,4.0,0.0,75.0,2.0,7.0,5.0,1.0,58.0,0,0,1,0,0,0,0,0,0,0
Nicholls State University,University Station  La Hwy 1,Thibodaux,LA,70310,29.792689,-90.802906,www.nicholls.edu,,,,1243.0,5.294,2.0,96.0,19180.0,28671.0,19.0,35.0,42.0,95.0,5888.0,4947.0,1585.0,2,1.0,20.0,3.0,0.0,68.0,3.0,2.0,2.0,1.0,62.0,0,0,0,0,0,0,1,0,0,1
Nichols College,Center Rd,Dudley,MA,1571,42.042462,-71.929644,www.nichols.edu,,,,414.0,30.835,83.0,8.0,46690.0,46690.0,42.0,46.0,47.0,91.0,1281.0,1138.0,321.0,0,1.0,5.0,7.0,0.0,82.0,3.0,0.0,1.0,2.0,41.0,0,0,0,1,0,0,0,0,0,0
Norfolk State University,700 Park Avenue,Norfolk,VA,23504,36.848426,-76.261375,www.nsu.edu,,,,829.0,6.75325,89.0,15.0,20536.0,34006.0,21.0,33.0,37.0,97.0,6021.0,5428.0,1300.0,0,1.0,84.0,3.0,0.0,5.0,3.0,4.0,0.0,1.0,64.0,0,0,0,0,0,0,1,0,0,1
North Carolina A & T State University,1601 E Market  St,Greensboro,NC,27411,36.076737,-79.770152,www.ncat.edu,,,,1849.0,4.89125,86.0,24.0,15929.0,27010.0,16.0,35.0,43.0,95.0,8872.0,9086.0,1475.0,0,1.0,85.0,2.0,0.0,4.0,2.0,3.0,2.0,1.0,54.0,0,0,0,0,0,0,1,0,0,1
North Carolina Central University,1801 Fayetteville Street,Durham,NC,27707,35.974237,-78.898602,www.nccu.edu,,,,1407.0,5.022,90.0,9.0,18547.0,29120.0,15.0,33.0,40.0,97.0,6220.0,6550.0,1543.0,0,1.0,83.0,3.0,0.0,5.0,3.0,4.0,1.0,1.0,67.0,0,0,0,0,0,0,1,0,0,1
North Carolina State University At Raleigh,2101 Hillsborough Street,Raleigh,NC,27695,35.785111,-78.674517,www.ncsu.edu,39,78,17.5,4398.0,7.38525,76.0,19.0,22184.0,35639.0,41.0,68.0,74.0,71.0,24536.0,26770.0,7239.0,0,5.0,7.0,4.0,0.0,74.0,3.0,2.0,3.0,5.0,44.0,0,0,0,0,0,0,1,0,0,3
North Central College,30 N Brainard St,Naperville,IL,60540,41.774676,-88.143259,northcentralcollege.edu,30,64,16.4,529.0,30.41025,6.0,96.0,44769.0,44769.0,51.0,62.0,64.0,99.0,2797.0,2682.0,366.0,0,2.0,3.0,8.0,0.0,77.0,3.0,5.0,2.0,2.0,55.0,0,1,0,0,0,0,0,0,0,0
North Dakota State University-Main Campus,1301  12Th Avenue North,Fargo,ND,58108,46.894523,-96.805689,www.ndsu.edu,,,,2553.0,7.2535,4.0,98.0,19460.0,30042.0,26.0,46.0,53.0,88.0,11948.0,11798.0,2831.0,1,1.0,3.0,1.0,0.0,87.0,2.0,2.0,4.0,1.0,44.0,0,0,0,0,1,0,0,0,0,1
Northeastern State University,600 N Grand,Tahlequah,OK,74464,35.920499,-94.968528,www.nsuok.edu,,,,847.0,4.709,0.0,92.0,14298.0,21318.0,12.0,25.0,30.0,94.0,7418.0,5695.0,2853.0,23,2.0,5.0,4.0,0.0,51.0,11.0,3.0,1.0,2.0,60.0,0,0,0,0,0,0,0,1,0,1
Northern Arizona University,"Knoles Drive, Babbitt Administrative Center",Flagstaff,AZ,86011,35.188875,-111.655559,nau.edu/,23,48,21.7,4772.0,8.877,64.0,50.0,22746.0,35101.0,30.0,45.0,49.0,83.0,22160.0,20533.0,6061.0,3,2.0,3.0,19.0,0.0,63.0,5.0,1.0,4.0,2.0,58.0,0,0,0,0,0,0,0,1,0,3
Northern Illinois University,1425 W. Lincoln Hwy.,Dekalb,IL,60115,41.933791,-88.766065,www.niu.edu,12,37,17.3,2679.0,12.535,3.0,96.0,28342.0,37438.0,26.0,45.0,51.0,96.0,15814.0,16053.0,5085.0,0,5.0,17.0,13.0,0.0,59.0,3.0,2.0,1.0,5.0,50.0,0,1,0,0,0,0,0,0,0,3
Northern Kentucky University,Nunn Drive,Highland Heights,KY,41099,39.029221,-84.465959,www.nku.edu,,,,2107.0,7.788,15.0,96.0,19186.0,27274.0,14.0,31.0,38.0,95.0,12794.0,10597.0,4666.0,0,1.0,7.0,2.0,0.0,82.0,2.0,2.0,4.0,1.0,55.0,0,0,0,0,0,0,1,0,0,1
Northern Michigan University,1401 Presque Isle Avenue,Marquette,MI,49855,46.558037,-87.403857,www.nmu.edu,,,,1680.0,8.506,0.0,96.0,20273.0,25349.0,21.0,41.0,48.0,90.0,8221.0,7537.0,1381.0,2,1.0,2.0,3.0,0.0,84.0,2.0,5.0,1.0,1.0,54.0,0,1,0,0,0,0,0,0,0,1
Northern State University,1200 S Jay St,Aberdeen,SD,57401,45.452555,-98.4837,www.northern.edu,,,,410.0,7.0335,5.0,93.0,18921.0,20920.0,24.0,48.0,53.0,97.0,2826.0,1588.0,1687.0,1,1.0,1.0,3.0,0.0,84.0,2.0,1.0,6.0,1.0,58.0,0,0,0,0,1,0,0,0,0,1
North Greenville University,7801 N. Tigerville Road,Tigerville,SC,29688,35.069758,-82.37026,www.ngu.edu,,,,505.0,13.731,68.0,62.0,30000.0,30000.0,41.0,53.0,55.0,100.0,2257.0,2102.0,364.0,0,0.0,7.0,2.0,0.0,80.0,0.0,10.0,0.0,1.0,50.0,0,0,0,0,0,0,1,0,0,0
Northland College,1411 Ellis Avenue,Ashland,WI,54806,46.579087,-90.87476,www.northland.edu,,,,140.0,27.59125,16.0,91.0,40950.0,40950.0,52.0,58.0,58.0,100.0,552.0,538.0,14.0,2,1.0,1.0,5.0,0.0,78.0,3.0,11.0,1.0,1.0,52.0,0,1,0,0,0,0,0,0,0,0
North Park University,3225 W Foster Ave,Chicago,IL,60625,41.9751,-87.709142,www.northpark.edu,,,,373.0,21.6275,19.0,86.0,35050.0,35050.0,39.0,55.0,56.0,99.0,2204.0,1970.0,1166.0,0,5.0,9.0,18.0,0.0,52.0,3.0,7.0,4.0,6.0,63.0,0,1,0,0,0,0,0,0,0,0
Northwest Christian University,828 E. 11Th Ave.,Eugene,OR,97401,44.047483,-123.079754,www.nwcu.edu/,,,,82.0,24.0525,87.0,35.0,37470.0,37470.0,42.0,42.0,44.0,100.0,484.0,541.0,119.0,2,3.0,2.0,8.0,0.0,81.0,3.0,1.0,0.0,3.0,64.0,1,0,0,0,0,0,0,0,0,0
Northwestern College,3003 Snelling Ave N,Saint Paul,MN,55113,45.037073,-93.16804,www.nwc.edu,22,56,14.9,284.0,25.116,17.0,91.0,39236.0,39236.0,53.0,62.0,63.0,100.0,1233.0,1133.0,100.0,0,1.0,2.0,6.0,0.0,84.0,2.0,2.0,3.0,1.0,57.0,0,0,0,0,1,0,0,0,0,0
Northwestern Oklahoma State University,709 Oklahoma Blvd,Alva,OK,73717,36.796114,-98.66784,www.nwosu.edu,,,,437.0,5.109,8.0,92.0,14522.0,20644.0,13.0,28.0,31.0,96.0,2077.0,1605.0,702.0,7,1.0,7.0,7.0,0.0,67.0,0.0,8.0,4.0,1.0,56.0,0,0,0,0,0,0,0,1,0,1
Northwestern State University Of Louisiana,University Parkway,Natchitoches,LA,71497,31.750675,-93.097715,www.nsula.edu/,,,,1231.0,5.3185,6.0,89.0,18436.0,28556.0,19.0,34.0,38.0,95.0,7836.0,5249.0,3695.0,1,1.0,27.0,5.0,0.0,57.0,3.0,4.0,1.0,1.0,68.0,0,0,0,0,0,0,1,0,0,1
Northwestern University,633 Clark St,Evanston,IL,60208,42.058377,-87.673653,www.northwestern.edu,85,98,6.8,2037.0,42.878,64.0,60.0,63193.0,63193.0,86.0,93.0,94.0,63.0,9283.0,17190.0,4402.0,0,17.0,6.0,10.0,0.0,54.0,5.0,3.0,7.0,17.0,51.0,0,1,0,0,0,0,0,0,0,2
Northwest Missouri State University,800 University Drive,Maryville,MO,64468,40.354476,-94.884931,www.nwmissouri.edu,8,29,21.7,1260.0,6.0375,2.0,98.0,17376.0,22377.0,27.0,45.0,48.0,95.0,5542.0,5362.0,1123.0,0,1.0,6.0,3.0,0.0,83.0,3.0,2.0,2.0,1.0,55.0,0,0,0,0,1,0,0,0,0,1
Northwest Nazarene University,623 S. University Blvd.,Nampa,ID,83686,43.56176,-116.566652,www.nnu.edu,,,,261.0,24.7175,78.0,66.0,36550.0,36550.0,32.0,44.0,49.0,100.0,1488.0,1692.0,554.0,0,1.0,2.0,7.0,0.0,75.0,2.0,10.0,2.0,2.0,56.0,0,0,0,0,0,1,0,0,0,0
Northwest University,5520 108Th Ave Ne,Kirkland,WA,98083,47.657882,-122.191416,www.northwestu.edu,,,,218.0,24.261,26.0,78.0,36174.0,36174.0,37.0,43.0,43.0,99.0,1438.0,1436.0,297.0,1,5.0,3.0,8.0,1.0,73.0,3.0,4.0,3.0,6.0,59.0,1,0,0,0,0,0,0,0,0,0
Norwich University,158 Harmon Drive,Northfield,VT,5663,44.137986,-72.659522,www.norwich.edu,8,29,13.1,599.0,31.02125,77.0,32.0,49655.0,49655.0,51.0,56.0,57.0,100.0,2456.0,3126.0,291.0,2,3.0,3.0,6.0,0.0,81.0,2.0,3.0,1.0,3.0,28.0,0,0,0,1,0,0,0,0,0,2
Notre Dame College,4545 College Rd,Cleveland,OH,44121,41.506894,-81.516617,www.notredamecollege.edu,15,37,12.1,338.0,25.035,23.0,80.0,38502.0,38502.0,18.0,36.0,39.0,100.0,1989.0,1405.0,864.0,0,1.0,21.0,2.0,0.0,67.0,1.0,4.0,2.0,2.0,55.0,0,1,0,0,0,0,0,0,0,0
Notre Dame De Namur University,1500 Ralston Ave,Belmont,CA,94002,37.517501,-122.284618,www.ndnu.edu,,,,172.0,30.0095,77.0,45.0,49038.0,49038.0,36.0,47.0,48.0,100.0,1213.0,1071.0,959.0,1,12.0,6.0,34.0,3.0,26.0,4.0,11.0,4.0,15.0,67.0,1,0,0,0,0,0,0,0,0,2
Notre Dame Of Maryland University,4701 N Charles St,Baltimore,MD,21210,39.351307,-76.619701,www.ndm.edu,,,,104.0,30.2375,86.0,12.0,45650.0,45650.0,45.0,51.0,53.0,99.0,1234.0,888.0,1989.0,1,5.0,28.0,6.0,0.0,57.0,0.0,1.0,1.0,6.0,95.0,0,0,1,0,0,0,0,0,0,0
Nova Southeastern University,3301 College Ave,Fort Lauderdale,FL,33314,26.079337,-80.24248,www.nova.edu,,,,673.0,23.802,73.0,50.0,43580.0,43580.0,25.0,37.0,41.0,98.0,5156.0,13390.0,12280.0,0,6.0,21.0,32.0,0.0,31.0,2.0,3.0,5.0,7.0,71.0,0,0,0,0,0,0,1,0,0,2
Nyack College,1 South Blvd,Nyack,NY,10960,41.08632,-73.930973,www.nyack.edu,,,,264.0,21.9375,72.0,13.0,36532.0,36532.0,24.0,39.0,42.0,100.0,1831.0,2033.0,1049.0,0,10.0,29.0,28.0,0.0,24.0,2.0,2.0,5.0,10.0,61.0,0,0,1,0,0,0,0,0,0,0
Oakland City University,138 N Lucretia St,Oakland City,IN,47660,38.339004,-87.351522,www.oak.edu,,,,108.0,17.6075,56.0,48.0,30800.0,30800.0,41.0,48.0,53.0,100.0,2311.0,494.0,1924.0,1,0.0,2.0,2.0,0.0,88.0,1.0,4.0,2.0,1.0,61.0,0,1,0,0,0,0,0,0,0,0
Oakwood University,7000 Adventist Blvd Nw,Huntsville,AL,35896,34.754873,-86.652883,www.oakwood.edu,,,,409.0,15.144,47.0,58.0,36295.0,36295.0,19.0,31.0,37.0,94.0,1861.0,1810.0,93.0,0,0.0,85.0,2.0,0.0,1.0,0.0,3.0,8.0,0.0,57.0,0,0,0,0,0,0,1,0,0,0
Oberlin College,70 N Professor St,Oberlin,OH,44074,41.29474,-82.221786,www.oberlin.edu,50,89,10.1,781.0,44.1405,71.0,42.0,62132.0,62132.0,76.0,88.0,89.0,88.0,2894.0,2872.0,39.0,0,4.0,5.0,7.0,0.0,70.0,5.0,1.0,7.0,4.0,55.0,0,1,0,0,0,0,0,0,0,2
Occidental College,1600 Campus Rd,Los Angeles,CA,90041,34.126224,-118.210783,www.oxy.edu,52,81,10.5,548.0,43.758,80.0,46.0,63363.0,63363.0,83.0,86.0,88.0,69.0,2128.0,2113.0,15.0,0,13.0,4.0,16.0,0.0,51.0,9.0,2.0,5.0,13.0,56.0,1,0,0,0,0,0,0,0,0,2
Oglethorpe University,4484 Peachtree Rd Ne,Atlanta,GA,30319,33.875939,-84.334756,www.oglethorpe.edu,56,87,13.1,282.0,29.6325,76.0,52.0,46430.0,46430.0,55.0,61.0,62.0,97.0,1091.0,996.0,104.0,0,4.0,18.0,10.0,0.0,34.0,2.0,28.0,5.0,4.0,57.0,0,0,0,0,0,0,1,0,0,0
Ohio Christian University,1476 Lancaster Pike,Circleville,OH,43113,39.610895,-82.905986,www.ohiochristian.edu,,,,719.0,16.8925,14.0,89.0,33418.0,33418.0,16.0,31.0,33.0,61.0,3528.0,1859.0,1852.0,0,1.0,28.0,2.0,0.0,54.0,2.0,13.0,0.0,1.0,61.0,0,1,0,0,0,0,0,0,0,0
Ohio Dominican University,1216 Sunbury Road,Columbus,OH,43219,39.992764,-82.940689,www.ohiodominican.edu,,,,239.0,27.2765,18.0,92.0,42087.0,42087.0,29.0,40.0,41.0,100.0,2005.0,1845.0,728.0,0,1.0,22.0,3.0,0.0,67.0,3.0,2.0,1.0,1.0,58.0,0,1,0,0,0,0,0,0,0,0
Ohio Northern University,525 S. Main St,Ada,OH,45810,40.766299,-83.830586,www.onu.edu/,35,62,14.5,613.0,34.96925,95.0,22.0,50960.0,50960.0,53.0,66.0,69.0,99.0,2702.0,3098.0,521.0,0,1.0,3.0,2.0,0.0,83.0,3.0,1.0,7.0,1.0,48.0,0,1,0,0,0,0,0,0,0,2
Ohio State University-Main Campus,190 N. Oval Mall,Columbus,OH,43210,39.999493,-83.008792,www.osu.edu,,,,7130.0,9.80725,39.0,83.0,25479.0,41199.0,59.0,81.0,83.0,83.0,44201.0,50012.0,7454.0,0,6.0,6.0,3.0,0.0,72.0,3.0,3.0,8.0,6.0,47.0,0,1,0,0,0,0,0,0,0,3
Ohio University-Main Campus,020 Chubb Hall,Athens,OH,45701,39.323839,-82.103503,www.ohio.edu,,,,4244.0,10.06675,28.0,89.0,24396.0,33360.0,48.0,64.0,66.0,79.0,23504.0,19449.0,9337.0,0,1.0,5.0,2.0,0.0,83.0,3.0,1.0,4.0,1.0,60.0,0,1,0,0,0,0,0,0,0,3
Ohio Valley University,#1 Campus View Drive,Vienna,WV,26105,39.312447,-81.537808,www.ovu.edu,,,,91.0,18.2025,33.0,78.0,28850.0,28850.0,22.0,40.0,40.0,99.0,410.0,383.0,68.0,0,1.0,7.0,3.0,0.0,73.0,2.0,7.0,8.0,1.0,46.0,0,0,0,0,0,0,1,0,0,0
Ohio Wesleyan University,61 S Sandusky Street,Delaware,OH,43015,40.296603,-83.06997,www.owu.edu/,36,65,12.1,541.0,38.4695,49.0,68.0,55690.0,55690.0,54.0,62.0,63.0,99.0,1830.0,1809.0,21.0,0,3.0,6.0,5.0,0.0,72.0,4.0,3.0,7.0,3.0,54.0,0,1,0,0,0,0,0,0,0,2
Oklahoma Baptist University,500 W University,Shawnee,OK,74804,35.359723,-96.931711,www.okbu.edu,35,59,15.1,580.0,20.2505,19.0,87.0,33400.0,33400.0,47.0,54.0,55.0,99.0,2019.0,1931.0,166.0,5,1.0,5.0,5.0,0.0,69.0,7.0,4.0,4.0,1.0,59.0,0,0,0,0,0,0,0,1,0,0
