name,address,city,state,zip,latitude,longitude,website,average_tuition,top10perc,top25perc,sfratio
Marquette University,1250 W Wisconsin Avenue,Milwaukee,WI,53233,43.037183,-87.931088,www.marquette.edu,32.542,36,71,13.5
Marshall University,1 John Marshall Dr,Huntington,WV,25755,38.42261,-82.43065,www.marshall.edu/,5.76975,14,60,16.6
Martin Luther College,1995 Luther Ct,New Ulm,MN,56073,44.304543,-94.472039,www.mlc-wels.edu,11.595,,,
Mary Baldwin College,New & Frederick St,Staunton,VA,24401,38.154799,-79.068325,www.mbc.edu,27.33875,26,52,6.8
Marygrove College,8425 W Mcnichols Rd,Detroit,MI,48221,42.414415,-83.154109,www.marygrove.edu,18.4875,,,
Marymount University,2807 N Glebe Rd,Arlington,VA,22207,38.905552,-77.128799,www.marymount.edu,24.7515,10,30,10.6
Maryville College,502 E Lamar Alexander Pky,Maryville,TN,37804,35.751969,-83.963853,www.maryvillecollege.edu,30.26275,26,52,11.1
Maryville University Of Saint Louis,650 Maryville University Drive,Saint Louis,MO,63141,38.645474,-90.505096,www.maryville.edu,23.385,,,
Marywood University,2300 Adams Ave,Scranton,PA,18509,41.434587,-75.634142,www.marywood.edu/,28.84875,,,
Massachusetts College Of Liberal Arts,375 Church St,North Adams,MA,1247,42.69157,-73.103392,www.mcla.edu,8.175,,,
Massachusetts Institute Of Technology,77 Massachusetts Avenue,Cambridge,MA,2139,42.360095,-71.092115,web.mit.edu/student/,41.373,,,
Massachusetts Maritime Academy,101 Academy Dr,Buzzards Bay,MA,2532,41.740348,-70.624167,www.maritime.edu,7.37225,,,
Mckendree University,701 College Rd,Lebanon,IL,62254,38.609507,-89.814695,www.mckendree.edu/prospective/admissions/index.aspx,24.6775,,,
Mcmurry University,S 14Th And Sayles Blvd,Abilene,TX,79697,32.430415,-99.751904,www.mcm.edu/,22.66275,,,
Mcneese State University,4205 Ryan St,Lake Charles,LA,70605,30.180762,-93.215648,www.mcneese.edu,4.78975,,,
Mcpherson College,1600 E Euclid,Mcpherson,KS,67460,38.372582,-97.642731,www.mcpherson.edu,21.2315,,,
Medaille College,18 Agassiz Circle,Buffalo,NY,14214,42.92895,-78.856569,www.medaille.edu,22.1645,,,
Menlo College,1000 El Camino Real,Atherton,CA,94027,37.45614,-122.19205,www.menlo.edu,35.459,,,
Mercer University,1400 Coleman Avenue,Macon,GA,31207,32.829731,-83.651042,www.mercer.edu,31.9235,37,70,9.2
Mercyhurst University,501 E 38Th St,Erie,PA,16546,42.103991,-80.055568,www.mercyhurst.edu,28.335,,,
Meredith College,3800 Hillsborough St,Raleigh,NC,27607,35.797197,-78.689175,www.meredith.edu,28.4295,25,58,13.9
Methodist University,5400 Ramsey St,Fayetteville,NC,28311,35.13419,-78.873882,www.methodist.edu,26.1495,,,
Miami University-Oxford,501 East High St,Oxford,OH,45056,39.509642,-84.731821,www.miami.miamioh.edu,13.33325,,,
Michigan State University,Not Available,East Lansing,MI,48824,42.72476,-84.473639,www.msu.edu,12.2095,23,57,14
Michigan Technological University,1400 Townsend Drive,Houghton,MI,49931,47.1183,-88.546403,www.mtu.edu,12.98775,42,77,17
Mid-Continent University,99 Powell Rd E,Mayfield,KY,42066,36.815418,-88.648361,www.midcontinent.edu,12.18075,,,
Midamerica Nazarene University,2030 E College Way,Olathe,KS,66062,38.874797,-94.7821,www.mnu.edu,21.385,,,
Middle Tennessee State University,1301 East Main Street,Murfreesboro,TN,37132,35.848111,-86.367271,www.mtsu.edu,6.952,,,
Middlebury College,Old Chapel,Middlebury,VT,5753,44.009117,-73.176068,www.middlebury.edu,43.31675,,,
Midland University,900 N. Clarkson,Fremont,NE,68025,41.43674,-96.488008,www.midlandu.edu,25.4035,,,
Midway College,512 E. Stephens St,Midway,KY,40347,38.144529,-84.677319,www.midway.edu,20.5,,,
Midwestern State University,3410 Taft Blvd,Wichita Falls,TX,76308,33.876943,-98.521204,www.mwsu.edu,6.60375,,,
Millersville University Of Pennsylvania,"1 South George Street, Lyle Hall",Millersville,PA,17551,39.995677,-76.352555,www.millersville.edu,8.38175,,,
Milligan College,1 Blowers Blvd.,Milligan College,TN,37682,36.300147,-82.29407,www.milligan.edu,25.864,26,52,12
Millikin University,1184 W Main St,Decatur,IL,62522,39.84258,-88.974023,www.millikin.edu,28.34825,29,62,11.4
Mills College,5000 Macarthur Blvd,Oakland,CA,94613,37.781425,-122.182294,www.mills.edu,39.58075,,,
Millsaps College,1701 N State St,Jackson,MS,39210,32.3231,-90.178084,www.millsaps.edu,30.197,32,61,12.7
Milwaukee School Of Engineering,1025 N Broadway,Milwaukee,WI,53202,43.045364,-87.907691,www.msoe.edu,31.8375,,,
Minnesota State University-Mankato,South Rd And Ellis Ave,Mankato,MN,56001,44.147253,-93.998494,www.mnsu.edu,7.24025,,,
Minot State University,500 University Ave W,Minot,ND,58707,48.246877,-101.300624,www.minotstateu.edu,5.8515,,,
Misericordia University,301 Lake St,Dallas,PA,18612,41.345277,-75.971541,www.misericordia.edu,26.605,,,
Mississippi College,200 South Capitol Street,Clinton,MS,39058,32.334565,-90.330452,www.mc.edu,14.2215,36,57,16.5
Mississippi State University,Lee Boulevard,Mississippi State,MS,39762,33.451697,-88.790826,www.msstate.edu/,6.0755,18,57,15.9
Mississippi University For Women,1100 College Street,Columbus,MS,39701,33.494491,-88.419811,www.muw.edu,5.119,,,
Mississippi Valley State University,14000 Highway 82 West,Itta Bena,MS,38941,33.513214,-90.341774,www.mvsu.edu,5.43925,,,
Missouri Baptist University,One College Park Dr,Saint Louis,MO,63141,38.642017,-90.462606,www.mobap.edu,20.226,,,
Missouri Southern State University,3950 E Newman Rd,Joplin,MO,64801,37.095722,-94.460893,www.mssu.edu,5.06675,,,
Missouri State University-Springfield,901 S National,Springfield,MO,65897,37.197983,-93.276821,www.missouristate.edu,6.6435,,,
Missouri University Of Science And Technology,1870 Miner Circle,Rolla,MO,65409,37.955853,-91.7759,www.mst.edu/,9.118,,,
Missouri Valley College,500 E College St,Marshall,MO,65340,39.108522,-93.190654,www.moval.edu,17.7875,5,35,17.4
Molloy College,1000 Hempstead Ave,Rockville Centre,NY,11571,40.68597,-73.626278,www.molloy.edu,23.89,,,
Monmouth University,400 Cedar Ave,West Long Branch,NJ,7764,40.280066,-74.006446,www.monmouth.edu,28.771,,,
Montana State University,Montana State University,Bozeman,MT,59717,45.666829,-111.049918,www.montana.edu/,6.51325,15,42,17.6
Montana State University-Northern,300 W 11Th St,Havre,MT,59501,48.541054,-109.686457,www.msun.edu,5.48,,,
Montana Tech Of The University Of Montana,1300 W Park St,Butte,MT,59701,46.012164,-112.557,www.mtech.edu,6.37025,,,
Montclair State University,1 Normal Avenue - 855 Valley Road,Montclair,NJ,7043,40.859147,-74.19855,www.montclair.edu,10.7595,19,53,21.5
Montreat College,310 Gaither Circle,Montreat,NC,28757,35.646116,-82.299054,www.montreat.edu,22.9485,,,
Morehead State University,University Blvd,Morehead,KY,40351,38.188462,-83.429742,www.moreheadstate.edu,7.054,,,
Morgan State University,1700 East Cold Spring Lane,Baltimore,MD,21251,39.344235,-76.584238,www.morgan.edu,6.97125,,,
Morningside College,1501 Morningside Ave,Sioux City,IA,51106,42.47324,-96.360738,www.morningside.edu,24.505,16,36,13
Mount Aloysius College,7373 Admiral Peary Hwy,Cresson,PA,16630,40.459679,-78.600898,www.mtaloy.edu/home/,19.1345,,,
Mount Ida College,777 Dedham Street,Newton,MA,2459,42.293205,-71.194658,www.mountida.edu,26.67525,,,
Mount Marty College,1105 W. 8Th Street,Yankton,SD,57078,42.874475,-97.409904,www.mtmc.edu,21.4025,17,37,11.7
Mount Mercy University,1330 Elmhurst Dr Ne,Cedar Rapids,IA,52402,42.001931,-91.650991,www.mtmercy.edu,24.8325,,,
Mount Olive College,634 Henderson St,Mount Olive,NC,28365,35.206314,-78.071265,www.moc.edu,16.475,,,
Mount Saint Mary College,330 Powell Avenue,Newburgh,NY,12550,41.51047,-74.012125,www.msmc.edu,24.825,14,48,15.3
Mount St Mary'S University,16300 Old Emmitsburg Road,Emmitsburg,MD,21727,39.680632,-77.35222,www.msmary.edu,32.371,,,
Mount Vernon Nazarene University,800 Martinsburg Rd,Mount Vernon,OH,43050,40.373859,-82.474667,www.mvnu.edu,22.4975,,,
Muhlenberg College,2400 Chew Street,Allentown,PA,18104,40.597477,-75.508283,www.muhlenberg.edu,40.64,30,61,12.8
Murray State University,218 Wells Hall,Murray,KY,42071,36.61241,-88.323493,www.murraystate.edu,6.681,29,55,20.2
Muskingum University,163 Stormont Street,New Concord,OH,43762,39.996635,-81.737192,www.muskingum.edu/,22.129,,,
Nebraska Wesleyan University,5000 St Paul Ave,Lincoln,NE,68504,40.839089,-96.6483,www.nebrwesleyan.edu/,25.3225,,,
Neumann University,One Neumann Drive,Aston,PA,19014,39.874866,-75.440007,www.neumann.edu,23.6965,,,
New College Of Florida,5800 Bay Shore Road,Sarasota,FL,34243,27.384925,-82.55858,www.ncf.edu,6.26825,,,
New Jersey City University,2039 Kennedy Blvd,Jersey City,NJ,7305,40.709937,-74.08727,www.njcu.edu,10.0865,,,
New Jersey Institute Of Technology,University Heights,Newark,NJ,7102,40.741997,-74.177113,www.njit.edu/,14.3255,,,
New Mexico Institute Of Mining And Technology,801 Leroy Place,Socorro,NM,87801,34.06619,-106.907701,www.nmt.edu,5.363,,,
New Mexico State University-Main Campus,2850 Weddell Street,Las Cruces,NM,88003,32.282875,-106.747841,www.nmsu.edu/,5.99,,,
New York Institute Of Technology,2 Northern Blvd,Old Westbury,NY,11568,40.814402,-73.608885,www.nyit.edu,28.12,,,
New York University,70 Washington Sq South,New York,NY,10012,40.729452,-73.997264,www.nyu.edu,42.435,70,86,7.8
Newberry College,2100 College St,Newberry,SC,29108,34.283787,-81.620689,www.newberry.edu,23.2045,14,36,11.4
Newman University,3100 Mccormick Ave,Wichita,KS,67213,37.672306,-97.378803,www.newmanu.edu,22.079,,,
Niagara University,Lewiston Road,Niagara University,NY,14109,43.137279,-79.036689,www.niagara.edu,26.87,65,99,14.2
Nicholls State University,University Station  La Hwy 1,Thibodaux,LA,70310,29.792689,-90.802906,www.nicholls.edu,5.294,,,
Nichols College,Center Rd,Dudley,MA,1571,42.042462,-71.929644,www.nichols.edu,30.835,,,
Norfolk State University,700 Park Avenue,Norfolk,VA,23504,36.848426,-76.261375,www.nsu.edu,6.75325,,,
North Carolina A & T State University,1601 E Market  St,Greensboro,NC,27411,36.076737,-79.770152,www.ncat.edu,4.89125,,,
North Carolina Central University,1801 Fayetteville Street,Durham,NC,27707,35.974237,-78.898602,www.nccu.edu,5.022,,,
North Carolina State University At Raleigh,2101 Hillsborough Street,Raleigh,NC,27695,35.785111,-78.674517,www.ncsu.edu,7.38525,,,
North Central College,30 N Brainard St,Naperville,IL,60540,41.774676,-88.143259,northcentralcollege.edu,30.41025,30,64,16.4
North Dakota State University-Main Campus,1301  12Th Avenue North,Fargo,ND,58108,46.894523,-96.805689,www.ndsu.edu,7.2535,,,
North Greenville University,7801 N. Tigerville Road,Tigerville,SC,29688,35.069758,-82.37026,www.ngu.edu,13.731,,,
North Park University,3225 W Foster Ave,Chicago,IL,60625,41.9751,-87.709142,www.northpark.edu,21.6275,,,
Northeastern State University,600 N Grand,Tahlequah,OK,74464,35.920499,-94.968528,www.nsuok.edu,4.709,,,
Northern Arizona University,"Knoles Drive, Babbitt Administrative Center",Flagstaff,AZ,86011,35.188875,-111.655559,nau.edu/,8.877,23,48,21.7
Northern Illinois University,1425 W. Lincoln Hwy.,Dekalb,IL,60115,41.933791,-88.766065,www.niu.edu,12.535,12,37,17.3
Northern Kentucky University,Nunn Drive,Highland Heights,KY,41099,39.029221,-84.465959,www.nku.edu,7.788,,,
Northern Michigan University,1401 Presque Isle Avenue,Marquette,MI,49855,46.558037,-87.403857,www.nmu.edu,8.506,,,
Northern State University,1200 S Jay St,Aberdeen,SD,57401,45.452555,-98.4837,www.northern.edu,7.0335,,,
Northland College,1411 Ellis Avenue,Ashland,WI,54806,46.579087,-90.87476,www.northland.edu,27.59125,,,
Northwest Christian University,828 E. 11Th Ave.,Eugene,OR,97401,44.047483,-123.079754,www.nwcu.edu/,24.0525,,,
Northwest Missouri State University,800 University Drive,Maryville,MO,64468,40.354476,-94.884931,www.nwmissouri.edu,6.0375,8,29,21.7
Northwest Nazarene University,623 S. University Blvd.,Nampa,ID,83686,43.56176,-116.566652,www.nnu.edu,24.7175,,,
Northwest University,5520 108Th Ave Ne,Kirkland,WA,98083,47.657882,-122.191416,www.northwestu.edu,24.261,,,
Northwestern College,3003 Snelling Ave N,Saint Paul,MN,55113,45.037073,-93.16804,www.nwc.edu,25.116,22,56,14.9
Northwestern Oklahoma State University,709 Oklahoma Blvd,Alva,OK,73717,36.796114,-98.66784,www.nwosu.edu,5.109,,,
Northwestern State University Of Louisiana,University Parkway,Natchitoches,LA,71497,31.750675,-93.097715,www.nsula.edu/,5.3185,,,
Northwestern University,633 Clark St,Evanston,IL,60208,42.058377,-87.673653,www.northwestern.edu,42.878,85,98,6.8
Norwich University,158 Harmon Drive,Northfield,VT,5663,44.137986,-72.659522,www.norwich.edu,31.02125,8,29,13.1
Notre Dame College,4545 College Rd,Cleveland,OH,44121,41.506894,-81.516617,www.notredamecollege.edu,25.035,15,37,12.1
Notre Dame De Namur University,1500 Ralston Ave,Belmont,CA,94002,37.517501,-122.284618,www.ndnu.edu,30.0095,,,
Notre Dame Of Maryland University,4701 N Charles St,Baltimore,MD,21210,39.351307,-76.619701,www.ndm.edu,30.2375,,,
Nova Southeastern University,3301 College Ave,Fort Lauderdale,FL,33314,26.079337,-80.24248,www.nova.edu,23.802,,,
Nyack College,1 South Blvd,Nyack,NY,10960,41.08632,-73.930973,www.nyack.edu,21.9375,,,
Oakland City University,138 N Lucretia St,Oakland City,IN,47660,38.339004,-87.351522,www.oak.edu,17.6075,,,
Oakwood University,7000 Adventist Blvd Nw,Huntsville,AL,35896,34.754873,-86.652883,www.oakwood.edu,15.144,,,
Oberlin College,70 N Professor St,Oberlin,OH,44074,41.29474,-82.221786,www.oberlin.edu,44.1405,50,89,10.1
Occidental College,1600 Campus Rd,Los Angeles,CA,90041,34.126224,-118.210783,www.oxy.edu,43.758,52,81,10.5
Oglethorpe University,4484 Peachtree Rd Ne,Atlanta,GA,30319,33.875939,-84.334756,www.oglethorpe.edu,29.6325,56,87,13.1
Ohio Christian University,1476 Lancaster Pike,Circleville,OH,43113,39.610895,-82.905986,www.ohiochristian.edu,16.8925,,,
Ohio Dominican University,1216 Sunbury Road,Columbus,OH,43219,39.992764,-82.940689,www.ohiodominican.edu,27.2765,,,
Ohio Northern University,525 S. Main St,Ada,OH,45810,40.766299,-83.830586,www.onu.edu/,34.96925,35,62,14.5
Ohio State University-Main Campus,190 N. Oval Mall,Columbus,OH,43210,39.999493,-83.008792,www.osu.edu,9.80725,,,
Ohio University-Main Campus,020 Chubb Hall,Athens,OH,45701,39.323839,-82.103503,www.ohio.edu,10.06675,,,
Ohio Valley University,#1 Campus View Drive,Vienna,WV,26105,39.312447,-81.537808,www.ovu.edu,18.2025,,,
Ohio Wesleyan University,61 S Sandusky Street,Delaware,OH,43015,40.296603,-83.06997,www.owu.edu/,38.4695,36,65,12.1
Oklahoma Baptist University,500 W University,Shawnee,OK,74804,35.359723,-96.931711,www.okbu.edu,20.2505,35,59,15.1
Oklahoma Christian University,2501 E Memorial Rd,Edmond,OK,73013,35.611412,-97.469526,www.oc.edu,18.378,22,44,16.2
Oklahoma City University,2501 N Blackwelder,Oklahoma City,OK,73106,35.495271,-97.541242,www.okcu.edu,27.5465,,,
Oklahoma State University-Main Campus,107 Whitehurst,Stillwater,OK,74078,36.123085,-97.069743,www.okstate.edu/,7.1925,,,
Oklahoma Wesleyan University,2201 Silver Lake Rd,Bartlesville,OK,74006,36.717752,-95.954124,www.okwu.edu,20.688,,,
Old Dominion University,5115 Hampton Blvd,Norfolk,VA,23529,36.884919,-76.309653,www.odu.edu,8.025,,,
Olivet College,320 South Main Street,Olivet,MI,49076,42.440908,-84.922864,www.olivetcollege.edu,21.6525,,,
Olivet Nazarene University,One University Avenue,Bourbonnais,IL,60914,41.156203,-87.873178,www.olivet.edu,27.79,,,
Oral Roberts University,7777 S Lewis Ave.,Tulsa,OK,74171,36.050705,-95.954215,oru.edu,21.2235,,,
Oregon Institute Of Technology,3201 Campus Drive,Klamath Falls,OR,97601,42.257152,-121.785177,www.oit.edu,7.88725,,,
Oregon State University,1500 S.W. Jefferson,Corvallis,OR,97331,44.563109,-123.278711,oregonstate.edu,7.79375,,,
Ottawa University-Ottawa,1001 South Cedar,Ottawa,KS,66067,38.602351,-95.264165,www.ottawa.edu,22.261,,,
Otterbein University,1 South Grove Street,Westerville,OH,43081,40.125368,-82.936347,www.otterbein.edu,30.01125,,,
Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998,34.125045,-93.052442,www.obu.edu,21.065,31,73,13.3
Pace University-New York,1 Pace Plaza,New York,NY,10038,40.71171,-74.004874,www.pace.edu,35.85425,,,
Pacific Lutheran University,1010 122Nd St So,Tacoma,WA,98447,47.145494,-122.445372,www.plu.edu,31.9975,31,68,11
Paine College,1235 15Th St,Augusta,GA,30901,33.469513,-81.993093,www.paine.edu,12.5325,,,
Palm Beach Atlantic University,901 S. Flagler Drive,West Palm Beach,FL,33401,26.704757,-80.05038,www.pba.edu,24.458,,,
Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241,32.677195,-96.755864,www.pqc.edu,12.65625,,,
Paul Smiths College Of Arts And Science,State Routes 30 And 86,Paul Smiths,NY,12970,44.437366,-74.253006,www.paulsmiths.edu,24.08725,,,
Pennsylvania State University-Main Campus,201 Old Main,University Park,PA,16802,40.800732,-77.861644,www.psu.edu/,16.1675,,,
Pennsylvania State University-Penn State Erie-Behrend College,5091 Station Rd,Erie,PA,16563,42.120466,-79.981403,psbehrend.psu.edu/,13.7565,,,
Pennsylvania State University-Penn State Harrisburg,777 W Harrisburg Pike,Middletown,PA,17057,40.205234,-76.741961,hbg.psu.edu/,13.752,,,
Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,34.041683,-118.70938,www.pepperdine.edu/,41.8765,86,96,11.6
Philadelphia University,4201 Henry Avenue,Philadelphia,PA,19144,40.021641,-75.192708,www.philau.edu,31.3225,,,
Piedmont College,165 Central Ave,Demorest,GA,30535,34.56663,-83.543216,www.piedmont.edu,19.415,20,40,13.2
Pine Manor College,400 Heath St,Chestnut Hill,MA,2467,42.320169,-71.158007,www.pmc.edu,23.029,,,
Pittsburg State University,1701 S Broadway,Pittsburg,KS,66762,37.392057,-94.702483,www.pittstate.edu,5.3525,,,
Plymouth State University,17 High Street,Plymouth,NH,3264,43.757386,-71.691164,www.plymouth.edu,11.6485,,,
Point Loma Nazarene University,3900 Lomaland Dr,San Diego,CA,92106,32.716871,-117.250211,www.pointloma.edu/home.htm,28.819,,,
Point Park University,201 Wood St,Pittsburgh,PA,15222,40.438526,-80.001462,www.pointpark.edu,24.395,,,
Point University,2605 Ben Hill Rd,East Point,GA,30344,33.684053,-84.473911,www.point.edu,16.7265,,,
Polytechnic Institute Of New York University,Six Metrotech Ctr,Brooklyn,NY,11201,40.694371,-73.986774,www.poly.edu,38.765,,,
Pomona College,550 N College Ave,Claremont,CA,91711,34.098298,-117.711944,www.pomona.edu,40.82375,,,
Portland State University,724 Sw Harrison,Portland,OR,97201,45.511698,-122.684197,www.pdx.edu,7.60625,,,
Prairie View A & M University,Fm 1098 Road & University Drive,Prairie View,TX,77446,30.094591,-95.992066,www.pvamu.edu,6.539,,,
Presbyterian College,503 South Broad Street,Clinton,SC,29325,34.465834,-81.87448,www.presby.edu,31.9475,34,63,13.4
Purdue University-Calumet Campus,2200 169Th St,Hammond,IN,46323,41.584326,-87.474034,www.purduecal.edu/,6.40875,,,
Purdue University-Main Campus,Hovde Hall Of Administration,West Lafayette,IN,47907,40.428206,-86.914435,www.purdue.edu,9.61,,,
Queens University Of Charlotte,1900 Selwyn Ave,Charlotte,NC,28274,35.188929,-80.832227,www.queens.edu,26.621,,,
Quincy University,1800 College Ave,Quincy,IL,62301,39.940132,-91.386778,www.quincy.edu,24.5385,22,66,16.3
Quinnipiac University,Mt Carmel Ave,Hamden,CT,6518,41.418908,-72.894115,www.quinnipiac.edu,36.9275,,,
Radford University,801 East Main Street,Radford,VA,24141,37.136914,-80.549731,www.radford.edu,8.395,15,37,19.6
Ramapo College Of New Jersey,505 Ramapo Valley Rd,Mahwah,NJ,7430,41.080927,-74.174082,www.ramapo.edu,12.791,,,
Randolph-Macon College,204 Henry St,Ashland,VA,23005,37.760785,-77.4781,www.rmc.edu,32.812,21,46,10.7
Randolph College,2500 Rivermont Ave,Lynchburg,VA,24503,37.437429,-79.17079,www.randolphcollege.edu,31.005,,,
Reed College,3203 Se Woodstock Blvd,Portland,OR,97202,45.480959,-122.630348,www.reed.edu,43.6175,47,80,11.8
Regent University,1000 Regent University Dr,Virginia Beach,VA,23464,36.802538,-76.194179,www.regent.edu,13.954,,,
Regis University,3333 Regis Blvd,Denver,CO,80221,39.788175,-105.030756,www.regis.edu/,31.5025,,,
Reinhardt University,7300 Reinhardt Circle,Waleska,GA,30183,34.318874,-84.554657,www.reinhardt.edu,17.894,,,
Rensselaer Polytechnic Institute,110 8Th St,Troy,NY,12180,42.728983,-73.678768,www.rpi.edu,43.532,53,82,15.4
Rhode Island College,600 Mount Pleasant Ave,Providence,RI,2908,41.84266,-71.466915,www.ric.edu,7.3635,,,
Rhodes College,2000 North Parkway,Memphis,TN,38112,35.154424,-89.989187,www.rhodes.edu,37.2325,58,82,10.8
Rice University,6100 S Main,Houston,TX,77005,29.716218,-95.404977,www.rice.edu,36.38875,,,
Rider University,2083 Lawrence Road,Lawrenceville,NJ,8648,40.280495,-74.736978,www.rider.edu,32.7725,16,31,12.3
Ripon College,300 Seward St,Ripon,WI,54971,43.842383,-88.8426,www.ripon.edu,29.371,28,52,9.4
Rivier University,420 South Main St,Nashua,NH,3060,42.738666,-71.456253,www.rivier.edu,26.435,,,
Roanoke College,221 College Lane,Salem,VA,24153,37.29686,-80.056433,www.roanoke.edu,33.9205,27,54,13
Robert Morris University,6001 University Boulevard,Moon Township,PA,15108,40.520679,-80.211585,www.rmu.edu,23.4415,,,
Roberts Wesleyan College,2301 Westside Dr,Rochester,NY,14624,43.125755,-77.798498,www.roberts.edu,25.84475,,,
Rochester College,800 West Avon Road,Rochester Hills,MI,48307,42.667521,-83.144959,www.rc.edu,19.277,,,
Rochester Institute Of Technology,1 Lomb Memorial Dr,Rochester,NY,14623,43.084436,-77.673854,www.rit.edu/,32.609,,,
Rockford University,5050 E State St,Rockford,IL,61108,42.269581,-89.018535,www.rockford.edu,25.835,,,
Rockhurst University,1100 Rockhurst Rd,Kansas City,MO,64110,39.031642,-94.571534,www.rockhurst.edu,29.2825,,,
Rocky Mountain College,1511 Poly Drive,Billings,MT,59102,45.796522,-108.554075,rocky.edu,22.461,11,31,11.3
Rogers State University,1701 W Will Rogers Blvd,Claremore,OK,74017,36.319609,-95.635739,www.rsu.edu,4.9215,,,
Roosevelt University,430 S Michigan Ave,Chicago,IL,60605,41.876055,-87.624952,www.roosevelt.edu,25.1125,,,
Rosemont College,1400 Montgomery Ave,Rosemont,PA,19010,40.034771,-75.329898,www.rosemont.edu,29.545,,,
Rowan University,201 Mullica Hill Road,Glassboro,NJ,8028,39.710624,-75.118507,www.rowan.edu,12.11375,,,
Rust College,150 Rust Ave,Holly Springs,MS,38635,34.776862,-89.446999,www.rustcollege.edu,8.2275,,,
Rutgers University-Camden,406 Penn,Camden,NJ,8102,39.948438,-75.120963,www.rutgers.edu,12.8125,,,
Rutgers University-New Brunswick,83 Somerset St,New Brunswick,NJ,8901,40.495601,-74.458155,www.rutgers.edu/,12.97125,,,
Rutgers University-Newark,"249 University Avenue, Blumenthal Hall",Newark,NJ,7102,40.741902,-74.174922,www.rutgers.edu,12.48775,,,
Saint Ambrose University,518 W Locust St,Davenport,IA,52803,41.540081,-90.580979,www.sau.edu,25.385,12,48,14.1
Saint Anselm College,100 Saint Anselm Drive,Manchester,NH,3102,42.986291,-71.507976,www.anselm.edu,33.2735,15,40,14.5
Saint Cloud State University,720 Fourth Ave. South,Saint Cloud,MN,56301,45.553227,-94.152657,www.stcloudstate.edu,7.18775,10,34,18.9
Saint Edward'S University,3001 S Congress Ave,Austin,TX,78704,30.229844,-97.75763,www.stedwards.edu,30.0035,,,
Saint Francis University,117 Evergreen Dr,Loretto,PA,15940,40.504536,-78.64091,www.francis.edu,28.303,,,
Saint John Fisher College,3690 East Ave,Rochester,NY,14618,43.117464,-77.513638,www.sjfc.edu,26.8325,,,
Saint Johns University,31802 County Rd 159,Collegeville,MN,56321,45.581357,-94.39192,www.csbsju.edu,34.4575,,,
Saint Joseph'S College Of Maine,278 Whites Bridge Rd,Standish,ME,4084,43.825447,-70.481462,www.sjcme.edu,29.26625,,,
Saint Joseph'S University,5600 City Avenue,Philadelphia,PA,19131,39.994442,-75.238343,www.sju.edu,37.185,,,
Saint Josephs College,1498 South College Avenue,Rensselaer,IN,47978,40.919874,-87.156344,www.saintjoe.edu,26.5725,,,
Saint Martin'S University,5000 Abbey Way Se,Lacey,WA,98503,47.040191,-122.815013,www.stmartin.edu,28.3995,,,
Saint Mary'S College,133 Lemans Hall,Notre Dame,IN,46556,41.708157,-86.258632,www.saintmarys.edu,32.725,,,
Saint Mary'S University Of Minnesota,700 Terrace Heights,Winona,MN,55987,44.045203,-91.696604,www.smumn.edu,27.74375,,,
Saint Mary-Of-The-Woods College,1 St Mary Of Woods Coll,Saint Mary Of The Woods,IN,47876,39.510601,-87.460351,www.smwc.edu,26.8665,,,
Saint Michael'S College,One Winooski Park,Colchester,VT,5439,44.494212,-73.163136,www.smcvt.edu,36.9025,,,
Saint Norbert College,100 Grant St,De Pere,WI,54115,44.44483,-88.067812,www.snc.edu,29.99475,,,
Saint Peter'S University,2641 Kennedy Blvd,Jersey City,NJ,7306,40.727105,-74.071541,www.saintpeters.edu,30.409,,,
Saint Vincent College,300 Fraser Purchase Rd,Latrobe,PA,15650,40.292187,-79.402008,www.stvincent.edu,29.09125,19,35,12.3
Saint Xavier University,3700 W 103Rd St,Chicago,IL,60655,41.707763,-87.713507,www.sxu.edu,27.415,15,65,13.7
Salem College,601 S Church St,Winston Salem,NC,27101,36.087516,-80.241186,www.salem.edu/,23.2725,28,69,11.2
Salem State University,352 Lafayette St,Salem,MA,1970,42.5042,-70.890963,www.salemstate.edu,7.77,,,
Salisbury University,1101 Camden Ave,Salisbury,MD,21801,38.345447,-75.605705,www.salisbury.edu,7.517,,,
Salve Regina University,100 Ochre Point Avenue,Newport,RI,2840,41.471545,-71.30124,www.salve.edu,33.2875,,,
Sam Houston State University,1806 Ave J,Huntsville,TX,77340,30.713553,-95.548627,www.shsu.edu/,6.3265,,,
Samford University,800 Lakeshore Drive,Birmingham,AL,35229,33.465946,-86.792205,www.samford.edu,24.34575,34,76,14.7
San Diego Christian College,2100 Greenfield Dr,El Cajon,CA,92019,32.799999,-116.903073,www.sdcc.edu,24.3755,,,
San Diego State University,5500 Campanile Dr,San Diego,CA,92182,32.77525,-117.071228,www.sdsu.edu,6.282,20,70,19.5
San Francisco State University,1600 Holloway Ave,San Francisco,CA,94132,37.721345,-122.477905,www.sfsu.edu,6.045,,,
San Jose State University,1 Washington Sq,San Jose,CA,95192,37.337509,-121.880458,www.sjsu.edu,6.59825,,,
Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,37.349351,-121.93826,www.scu.edu,39.786,40,73,13.9
