,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
3219,Roxborough Memorial Hospital School of Nursing,5800 Ridge Ave,Philadelphia,PA,19128,(215) 487-4344,3,A,160,Philadelphia,US,40.028912,-75.209985,www.roxboroughmemorial.com
3220,Ohio State Beauty Academy,1760 N. Eastown Rd.,Lima,OH,45807,(419) 229-7896 ext 104,3,A,184,Allen,US,40.76124,-84.164355,www.ohiostatebeauty.com
3221,Kent State University at Trumbull,4314 Mahoning Ave N.W.,Warren,OH,44483,(330) 847-0571,1,A,3286,Trumbull,US,41.279153,-80.837363,www.trumbull.kent.edu
3222,American Commercial College-Lubbock,2007 34th St,Lubbock,TX,79411,(806) 747-4339,3,M,139,Lubbock,US,33.562969,-101.860357,americancommercialcollege.com
3223,Hollins University,7916 Williamson Rd NW,Roanoke,VA,24020,(540) 362-6000,2,A,1138,Roanoke,US,37.354629,-79.942196,www.hollins.edu
3224,James A Rhodes State College,4240 Campus Dr,Lima,OH,45804,(419) 221-1112,1,A,3739,Allen,US,40.738347,-84.026319,www.rhodesstate.edu
3225,ETI Technical College,2076 Youngstown Warren Rd,Niles,OH,44446,(330) 652-9919,3,A,200,Trumbull,US,41.186919,-80.723177,eticollege.edu
3226,Lubbock Hair Academy,2844 34th St,Lubbock,TX,79410,(806) 795-0806 ext 102,3,A,57,Lubbock,US,33.563677,-101.877779,www.lubbockhairacademy.com
3227,Roanoke College,221 College Lane,Salem,VA,24153,(540) 375-2500,2,A,2642,Salem,US,37.29686,-80.056433,www.roanoke.edu
3228,Texas Tech University,Broadway and University Avenue,Lubbock,TX,79409,(806) 742-2011,1,A,36330,Lubbock,US,33.580451,-101.877129,www.ttu.edu
3229,Mary Baldwin College,New & Frederick St,Staunton,VA,24401,(540) 887-7000,2,A,2306,Staunton,US,38.154799,-79.068325,www.mbc.edu
3230,Ashland County-West Holmes Career Center,1783 State Route 60,Ashland,OH,44805,(419) 289-3313,1,A,99,Ashland,US,40.801173,-82.266695,www.acwhcc.org
3231,Buckeye Joint Vocational School,545 University Dr NE,New Philadelphia,OH,44663,(330) 308-5720,1,A,154,Tuscarawas,US,40.470531,-81.401957,www.buckeyecareercenter.org
3232,Staunton School of Cosmetology,128 E Beverley St,Staunton,VA,24401,(540) 885-0808,3,A,73,Staunton,US,38.149493,-79.070618,hairstylingschool.com
3233,Ashland University,401 College Ave,Ashland,OH,44805,(419) 289-4142,2,A,7049,Ashland,US,40.861616,-82.320279,www.ashland.edu
3234,Washington State Community College,710 Colegate Dr,Marietta,OH,45750,(740) 374-8716,1,A,2169,Washington,US,39.431312,-81.434842,www.wscc.edu
3235,SW School of Business and Technical Careers,272 Commerical St,Eagle Pass,TX,78852,(830) 626-7007,3,A,106,Maverick,US,28.707864,-100.506009,www.sws.edu
3236,Kent State University at Ashtabula,3300 Lake Road West,Ashtabula,OH,44004,(440) 964-3322,1,A,2697,Ashtabula,US,41.888855,-80.8309,www.ashtabula.kent.edu
3237,Washington County Career Center-Adult Technical Training,21740 St. Rt. 676,Marietta,OH,45750,(740) 373-6283 ext 397,1,A,304,Washington,US,39.432345,-81.50144,www.mycareerschool.com
3238,McLennan Community College,1400 College Dr,Waco,TX,76708,(254) 299-8622,1,A,10106,McLennan,US,31.589847,-97.173021,www.mclennan.edu
3239,Bluefield College,3000 College Dr,Bluefield,VA,24605,(276) 326-3682,2,A,980,Tazewell,US,37.245919,-81.244551,www.bluefield.edu
3240,Ashtabula County Technical and Career Campus,1565 State Route 167,Jefferson,OH,44047,(440) 576-6015,1,A,249,Ashtabula,US,41.745865,-80.73451,www.atech.edu
3241,The College of Wooster,1189 Beall Avenue,Wooster,OH,44691,(330) 263-2000,2,A,2798,Wayne,US,40.812216,-81.933046,www.wooster.edu
3242,Texas State Technical College Waco,3801 Campus Drive,Waco,TX,76705,(800) 792-8784,1,A,5082,McLennan,US,31.639281,-97.084712,https://www.waco.tstc.edu
3243,Washington County Skill Center,848 Thompson Dr,Abingdon,VA,24210,(276) 676-1948,1,A,124,Washington,US,36.719667,-81.949929,www.wcskillcenter.org
3244,Ohio University-Eastern Campus,45425 National Rd W,Saint Clairsville,OH,43950,(740) 695-1720,1,A,1180,Belmont,US,40.073416,-80.975782,www.eastern.ohiou.edu
3245,Ohio State University Agricultural Technical Institute,1328 Dover Rd,Wooster,OH,44691,(330) 287-1330,1,A,738,Wayne,US,40.775194,-81.922936,www.ati.osu.edu/
3246,Baylor University,500 Speight Ave.,Waco,TX,76798,(254) 710-1011,2,A,18039,McLennan,US,31.54615,-97.118453,www.baylor.edu
3247,Chatfield College,20918 State Route 251,Saint Martin,OH,45118,(513) 875-3344,2,A,475,Brown,US,39.210369,-83.887153,www.chatfield.edu
3248,University of Akron Wayne College,1901 Smucker Rd,Orrville,OH,44667,(800) 221-8308,1,A,1765,Wayne,US,40.861519,-81.789979,www.wayne.uakron.edu
3249,Mountain Empire Community College,3441 Mountain Empire Road,Big Stone Gap,VA,24219,(276) 523-2400,1,A,3366,Wise,US,36.855116,-82.758482,www.mecc.edu
3250,Stephen F Austin State University,"2008 Alumin Drive, Rusk 206",Nacogdoches,TX,75961,(936) 468-2011,1,A,14766,Nacogdoches,US,31.622409,-94.646891,www.sfasu.edu
3251,Miami University-Oxford,501 East High St,Oxford,OH,45056,(513) 529-1809,1,A,21224,Butler,US,39.509642,-84.731821,www.miami.miamioh.edu
3252,Southeastern Oklahoma State University,1405 N 4th Ave,Durant,OK,74701,(580) 745-2000,1,A,4646,Bryan,US,34.005869,-96.375719,www.se.edu
3253,Wytheville Community College,1000 E Main Street,Wytheville,VA,24382,(276) 223-4700,1,A,3931,Wythe,US,36.957855,-81.070367,www.wcc.vccs.edu
3254,Navarro College,3200 W 7th Avenue,Corsicana,TX,75110,(903) 874-6501,1,A,11021,Navarro,US,32.076066,-96.498738,www.navarrocollege.edu
3255,Carousel Beauty College-Middletown,633 S Breiel Blvd,Middletown,OH,45044,(937) 223-3572 ext 221,3,A,34,Butler,US,39.504071,-84.353489,carouselbeauty.com
3256,Southern School of Beauty Inc,140 W Main St,Durant,OK,74701,(580) 924-1049,3,A,35,Bryan,US,33.991145,-96.376955,www.southernschoolofbeauty.net
3257,Bennington College,One College Drive,Bennington,VT,5201,(802) 442-5401,2,A,1195,Bennington,US,42.919988,-73.239031,www.bennington.edu
3258,South Texas Barber College Inc,3917 Ayers,Corpus Christi,TX,78415,(361) 855-0262,3,A,48,Nueces,US,27.754868,-97.417156,www.southtexasbarbercollege.net
3259,Miami University-Hamilton,1601 University Blvd,Hamilton,OH,45011,(513) 785-3000,1,A,3987,Butler,US,39.377448,-84.563385,www.regionals.muohio.edu
3260,Southern Oklahoma Technology Center,2610 Sam Noble Pky,Ardmore,OK,73401,(580) 223-2070,1,A,623,Carter,US,34.186239,-97.082971,www.sotc.edu
3261,Southern Vermont College,982 Mansion Drive,Bennington,VT,5201,(802) 447-6324,2,A,707,Bennington,US,42.870862,-73.216303,www.svc.edu
3262,Panola College,1109 W Panola St,Carthage,TX,75633,(903) 693-2000,1,A,2832,Panola,US,32.156214,-94.356355,www.panola.edu
3263,Moler-Pickens Beauty Academy,5955-S Boymel Dr.,Fairfield,OH,45014,(513) 874-5116,3,A,79,Butler,US,39.317488,-84.499701,molerhollywood.com
3264,Northeastern State University,600 N Grand,Tahlequah,OK,74464,(918) 456-5511,1,A,10072,Cherokee,US,35.920499,-94.968528,www.nsuok.edu
3265,Butler Tech-D Russel Lee Career Center,3603 Hamilton Middletown Rd,Hamilton,OH,45011,(513) 645-8205,1,A,373,Butler,US,39.408939,-84.49281,www.butlertech.org
3266,Beauty Technical College Inc,605  E. Downing Street,Tahlequah,OK,74465,(918) 456-9431,3,A,49,Cherokee,US,35.915552,-94.962004,www.beautytechnicalcollege.com
3267,Lyndon State College,1001 College Rd,Lyndonville,VT,5851,(802) 626-6200,1,A,1749,Caledonia,US,44.534165,-72.024597,WWW.LYNDONSTATE.EDU
3268,Weatherford College,225 College Park Drive,Weatherford,TX,76086,(800) 287-5471,1,A,6154,Parker,US,32.740631,-97.792546,www.wc.edu
3269,O'Briens Aveda Institute,1475 Shelburne Rd,South Burlington,VT,5403,(802) 658-9591,3,A,93,Chittenden,US,44.431697,-73.211368,www.obriensavedainstitute.org
3270,Amarillo College,2011 S. Washington,Amarillo,TX,79109,(806) 371-5000,1,A,12273,Potter,US,35.18841,-101.847104,www.actx.edu
3271,Urbana University,579 College Way,Urbana,OH,43078,(937) 484-1301,2,A,1500,Champaign,US,40.099881,-83.760035,www.urbana.edu
3272,Hollywood Cosmetology Center,1708 W Lindsey,Norman,OK,73069,(405) 364-3375,3,A,25,Cleveland,US,35.202493,-97.465849,hollywoodcosmetologyschool.com
3273,Burlington College,351 North Ave,Burlington,VT,5401,(802) 862-9616,2,A,265,Chittenden,US,44.491156,-73.228266,www.burlington.edu
3274,West Texas A & M University,2501 4th Ave,Canyon,TX,79016,(806) 651-0000,1,A,8843,Randall,US,34.981564,-101.915759,www.wtamu.edu
3275,Carousel Beauty College-Springfield,1475 Upper Valley Pike,Springfield,OH,45504,(937) 223-3572 ext 221,3,A,61,Clark,US,39.9456,-83.850037,carouselbeauty.com
3276,University of Mary Hardin-Baylor,900 College St,Belton,TX,76513,(800) 727-8642,2,A,3843,Bell,US,31.066798,-97.463479,www.umhb.edu
3277,Oklahoma School of Photography,2306 N Moore Ave,Moore,OK,73160,(405) 799-1411,3,A,36,Cleveland,US,35.360013,-97.496849,www.schoolofphotography.edu
3278,Champlain College,163 S. Willard St,Burlington,VT,5401,(802) 860-2700,2,A,3887,Chittenden,US,44.473009,-73.203913,www.champlain.edu
3279,Western Texas College,6200 College Ave,Snyder,TX,79549,(325) 573-8511,1,A,2418,Scurry,US,32.678586,-100.914369,www.wtc.edu
3280,Wittenberg University,Ward St at N Wittenberg Ave,Springfield,OH,45504,(937) 327-6231,2,A,2363,Clark,US,39.934794,-83.813911,www.wittenberg.edu
3281,Temple College,2600 S 1st St,Temple,TX,76504,(254) 298-8282,1,A,5744,Bell,US,31.070123,-97.351239,www.templejc.edu
3282,Texas A & M University-Texarkana,7101 University Ave.,Texarkana,TX,75503,(903) 223-3000,1,A,2321,Bowie,US,33.490527,-94.10375,www.tamut.edu
3283,Springfield Regional School of Nursing,NOT AVAILABLE,NOT AVAILABLE,OH,NOT AVAILABLE,NOT AVAILABLE,2,D,0,Clark,US,39.919446,-83.768871,NOT AVAILABLE
3284,Johnson State College,337 College Hill,Johnson,VT,5656,(802) 635-2356,1,A,2059,Lamoille,US,44.641736,-72.671154,www.jsc.edu
3285,Texas College,2404 N. Grand Avenue,Tyler,TX,75702,(903) 593-8311 ext 2297,2,A,962,Smith,US,32.37456,-95.312454,www.texascollege.edu
3286,Cameron University,2800 West Gore Blvd,Lawton,OK,73505,(580) 581-2200,1,A,6785,Comanche,US,34.606487,-98.434163,www.cameron.edu
3287,Texarkana College,2500 N Robison Rd,Texarkana,TX,75599,(903) 823-3456,1,A,4474,Bowie,US,33.441868,-94.078,www.texarkanacollege.edu
3288,Castleton State College,62 Alumni Dr,Castleton,VT,5735,(802) 468-5611,1,A,2623,Rutland,US,43.608089,-73.181557,www.castleton.edu
3289,Eves College of Hairstyling,912 SW C Ave,Lawton,OK,73501,(580) 355-6620,3,A,78,Comanche,US,34.605028,-98.402698,NOT AVAILABLE
3290,Tyler Junior College,1400 East Fifth Street,Tyler,TX,75701,(903) 510-2200,1,A,12600,Smith,US,32.336015,-95.284129,WWW.TJC.EDU
3291,Clark State Community College,570 E Leffel Ln,Springfield,OH,45501,(937) 325-0691,1,A,5563,Clark,US,39.896411,-83.799788,www.clarkstate.edu
3292,Sul Ross State University,HWY 90 East,Alpine,TX,79832,(432) 837-8011,1,A,3153,Brewster,US,30.362737,-103.650634,www.sulross.edu
3293,College of St Joseph,71 Clement Road,Rutland,VT,5701,(802) 773-5900 ext 0,2,A,401,Rutland,US,43.600526,-73.001301,www.csj.edu
3294,Brazosport College,500 College Dr,Lake Jackson,TX,77566,(979) 230-3000,1,A,4502,Brazoria,US,29.04836,-95.409004,www.brazosport.edu
3295,US Grant Joint Vocational School,718 West Plane Street,Bethel,OH,45106,(513) 734-6222,1,A,49,Clermont,US,38.969435,-84.094325,www.grantcareer.com
3296,Southwestern Oklahoma State University,100 Campus Dr,Weatherford,OK,73096,(580) 772-6611,1,A,5725,Custer,US,35.536203,-98.708606,www.swosu.edu
3297,Star College of Cosmetology 2,520 E Front St,Tyler,TX,75702,(903) 596-7860,3,A,101,Smith,US,32.347649,-95.295745,NOT AVAILABLE
3298,Charles and Sues School of Hair Design,1711 Briarcrest Dr,Bryan,TX,77802,(979) 776-4375,3,A,21,Brazos,US,30.6528,-96.340102,charlesandsues.com
3299,Community College of Vermont,1 Abenaki Way,Winooski,VT,5404,(802) 828-2800,1,A,7129,Washington,US,44.491229,-73.181584,www.ccv.edu
3300,University of Cincinnati-Clermont College,4200 Clermont College Dr,Batavia,OH,45103,(513) 732-5200,1,A,4134,Clermont,US,39.080508,-84.199141,www.clc.uc.edu
3301,Enid Beauty College,3905 S. La Mesa Drive,Enid,OK,73703,(580) 237-6677,3,A,48,Garfield,US,36.393274,-97.92713,www.enidokbeautycollege.com
3302,University of Cosmetology Arts & Sciences-Harlingen,913 N 13th St,Harlingen,TX,78550,(956) 412-1212,3,A,106,Cameron,US,26.201127,-97.683999,www.ucastx.com
3303,La Salle University,1900 W Olney Ave,Philadelphia,PA,19141,(215) 951-1000,2,A,7792,Philadelphia,US,40.038673,-75.151926,www.lasalle.edu
3304,Norwich University,158 Harmon Drive,Northfield,VT,5663,(802) 485-2000,2,A,4084,Washington,US,44.137986,-72.659522,www.norwich.edu
3305,Wilmington College,1870 Quaker Way,Wilmington,OH,45177,(800) 341-9318,2,A,1571,Clinton,US,39.441097,-83.817271,www.wilmington.edu
3306,Western Oklahoma State College,2801 N Main St,Altus,OK,73521,(580) 477-2000,1,A,2032,Jackson,US,34.669018,-99.33699,www.wosc.edu
3307,Texas State Technical College Harlingen,1902 North Loop 499,Harlingen,TX,78550,(956) 364-4000,1,A,6184,Cameron,US,26.219333,-97.666348,www.harlingen.tstc.edu
3308,Lincoln Technical Institute-Philadelphia,9191 Torresdale Ave,Philadelphia,PA,19136,(215) 335-0800,3,A,389,Philadelphia,US,40.049548,-74.999686,www.lincolntech.com
3309,The University of Texas at Brownsville,80 Fort Brown,Brownsville,TX,78520,(956) 882-8200,1,A,15345,Cameron,US,25.893856,-97.487044,WWW.UTB.EDU
3310,Philadelphia College of Osteopathic Medicine,4170 City Ave,Philadelphia,PA,19131,(215) 871-6770,2,A,3001,Philadelphia,US,40.005299,-75.216292,www.pcom.edu
3311,Thompson Institute,3010 Market Street,Philadelphia,PA,19104,(215) 594-4000 ext 4020,3,A,792,Philadelphia,US,39.954577,-75.183874,philadelphia.thompson.edu/Pages/Homepage.aspx
3312,Lon Morris College,800 College Ave,Jacksonville,TX,75766,(903) 589-4000,2,D,0,Cherokee,US,31.955012,-95.277141,www.lonmorris.edu
3313,New England Culinary Institute,56 College Street,Montpelier,VT,5602,(802) 223-6324,3,A,677,Washington,US,44.256329,-72.566097,www.neci.edu
3314,Allegheny Wesleyan College,2161 Woodsdale Rd,Salem,OH,44460,(330) 337-6403,2,A,67,Columbiana,US,40.86722,-80.861232,awc.edu
3315,Murray State College,One Murray Campus,Tishomingo,OK,73460,(580) 371-2371,1,A,2506,Johnston,US,34.222949,-96.677906,www.mscok.edu
3316,Curtis Institute of Music,1726 Locust St,Philadelphia,PA,19103,(215) 893-5252,2,A,337,Philadelphia,US,39.948571,-75.17095,www.curtis.edu
3317,Peirce College,1420 Pine Street,Philadelphia,PA,19102,(888) 467-3472,2,A,2309,Philadelphia,US,39.945483,-75.166332,www.peirce.edu
3318,Jacksonville College-Main Campus,105 B J Albritton Dr,Jacksonville,TX,75766,(903) 586-2518,2,A,630,Cherokee,US,31.966072,-95.281249,www.jacksonville-college.edu
3319,Jean Madeline Aveda Institute,315A Bainbridge St,Philadelphia,PA,19147,(267) 295-7221,3,A,324,Philadelphia,US,39.940737,-75.148414,jeanmadeline.com
3320,Goddard College,123 Pitkin Road,Plainfield,VT,5667,(802) 322-1672,2,A,790,Washington,US,44.279106,-72.438216,www.goddard.edu
3321,Kent State University at Salem,2491 State Route 45 South,Salem,OH,44460,(330) 332-0361,1,A,2053,Columbiana,US,40.86408,-80.835458,www.salem.kent.edu
3322,Northern Oklahoma College,1220 E Grand Ave,Tonkawa,OK,74653,(580) 628-6200,1,A,5392,Kay,US,36.678393,-97.296893,www.north-ok.edu
3323,Baptist Missionary Association Theological Seminary,1530 E Pine St,Jacksonville,TX,75766,(903) 586-2501,2,A,138,Cherokee,US,31.978984,-95.255438,www.bmats.edu
3324,The Art Institute of Philadelphia,1622 Chestnut Street,Philadelphia,PA,19103,(215) 567-7080,3,A,3088,Philadelphia,US,39.951096,-75.167664,www.artinstitutes.edu/philadelphia/
3325,Vermont Law School,164 Chelsea Street,South Royalton,VT,5068,(802) 831-1000,2,A,909,Windsor,US,43.821797,-72.52207,www.vermontlaw.edu
3326,Hannah E Mullins School of Practical Nursing,"230 North Lincoln Avenue, Suite 3",Salem,OH,44460,(330) 332-8940,1,A,88,Columbiana,US,40.902381,-80.851288,www.hemspn.com
3327,Ponca City Beauty College,122 N First St,Ponca City,OK,74601,(580) 762-1470,3,A,50,Kay,US,36.704566,-97.084051,www.poncacitybeautycollege.com/
3328,Parker University,2500 Walnut Hill Ln,Dallas,TX,75229,(972) 438-6932,2,A,1108,Dallas,US,32.880341,-96.893572,www.parker.edu
3329,Pennsylvania Academy of the Fine Arts,128 N. Broad Street,Philadelphia,PA,19102,(215) 972-7600,2,A,450,Philadelphia,US,39.955692,-75.163456,WWW.PAFA.ORG
3330,Court Reporting Institute-Wheeler Institute of Texas,"1341 W. Mockingbird Lane, Suite 200 East",Dallas,TX,75247,(214) 350-9722 ext 234,3,A,511,Dallas,US,32.822222,-96.86576,www.cri.edu/
3331,Community College of Philadelphia,1700 Spring Garden St,Philadelphia,PA,19130,(215) 751-8000,1,A,20607,Philadelphia,US,39.962028,-75.16579,www.ccp.edu
3332,Wenatchee Valley College,1300 Fifth St,Wenatchee,WA,98801,(509) 682-6800,1,A,3905,Chelan,US,47.43086,-120.334646,www.wvc.edu
3333,Kent State University at East Liverpool,400 E 4th St,East Liverpool,OH,43920,(330) 385-3805,1,A,1611,Columbiana,US,40.616966,-80.576702,www.eliv.kent.edu
3334,Eastern Oklahoma State College,1301 W Main St,Wilburton,OK,74578,(918) 465-2361,1,A,2148,Latimer,US,34.914079,-95.328995,www.eosc.edu
3335,El Centro College,801 Main Street,Dallas,TX,75202,(214) 860-2037,1,A,12306,Dallas,US,32.779817,-96.805361,www.elcentrocollege.edu/
3336,Aria Health School of Nursing,Three Neshaminy Interplex,Trevose,PA,19053,(215) 710-3530,2,A,266,Philadelphia,US,40.020626,-75.082957,www.ariahealth.org/default.aspx?pageid=3330
3337,Beauty Academy,208 S Wenatchee Ave,Wenatchee,WA,98801,(509) 662-9082,3,A,92,Chelan,US,47.421672,-120.309463,www.theacademyofhairdesign.com
3338,Defiance College,701 N Clinton,Defiance,OH,43512,(419) 784-4010,2,A,1237,Defiance,US,41.2971,-84.359915,www.defiance.edu
3339,Carl Albert State College,1507 S McKenna,Poteau,OK,74953,(918) 647-1200,1,A,2927,Le Flore,US,35.03821,-94.63383,www.carlalbert.edu
3340,Northeastern Hospital School of Nursing,2301 E Allegheny Ave,Philadelphia,PA,19134,(215) 926-3145,2,A,93,Philadelphia,US,39.989532,-75.106457,www.nehson.templehealth.org
3341,KD College Conservatory of Film and Dramatic Arts,2600 Stemmons Fwy Ste 117,Dallas,TX,75207,(214) 638-0484,3,A,211,Dallas,US,32.808104,-96.840687,www.KDSTUDIO.COM
3342,Peninsula College,1502 E Lauridsen Blvd,Port Angeles,WA,98362,(360) 452-9277,1,A,2471,Clallam,US,48.100618,-123.41248,www.pencol.edu
3343,ITT Technical Institute-Richardson,2101 Waterview Pky,Richardson,TX,75080,(972) 690-9100,3,A,843,Dallas,US,32.979759,-96.757217,www.itt-tech.edu
3344,Methodist Theological School in Ohio,3081 Columbus Pike,Delaware,OH,43015,(740) 363-1146 ext 3440,2,A,264,Delaware,US,40.253643,-83.060146,www.mtso.edu
3345,Virgils Beauty College,111 S Ninth St,Muskogee,OK,74401,(918) 682-9429,3,A,39,Muskogee,US,35.75113,-95.380222,virgilsbeautycollege.com
3346,Lower Columbia College,1600 Maple Street,Longview,WA,98632,(360) 442-2311,1,A,3651,Cowlitz,US,46.142822,-122.937981,lowercolumbia.edu
3347,Mid-Cities Barber College,"2345 SW 3rd St, Suite 101",Grand Prairie,TX,75051,(972) 642-1892,3,A,84,Dallas,US,32.710306,-97.006984,midcitiesbarbercollege.com/bc/
3348,Columbia Basin College,2600 N 20th Ave,Pasco,WA,99301,(509) 547-0511,1,A,6645,Franklin,US,46.251436,-119.118517,www.columbiabasin.edu
3349,Dallas Baptist University,3000 Mountain Creek Parkway,Dallas,TX,75211,(214) 333-7100,2,A,6062,Dallas,US,32.7101,-96.946994,www.dbu.edu
3350,Lucas Marc Academy,71 Gage Blvd.,Richland,WA,99352,(509) 591-4979,3,A,171,Franklin,US,46.226251,-119.24606,lucasmarcacademy.com
3351,Dallas Institute of Funeral Service,3909 S Buckner Blvd,Dallas,TX,75227,(214) 388-5466,2,A,187,Dallas,US,32.771374,-96.683412,www.dallasinstitute.edu
3352,University of Texas Southwestern Medical Center,5323 Harry Hines Blvd,Dallas,TX,75390,(214) 648-3606,1,A,9745,Dallas,US,32.819539,-96.842311,www.utsouthwestern.edu
3353,Mountain View College,4849 West Illinois Ave.,Dallas,TX,75211,(214) 860-8680,1,A,9702,Dallas,US,32.726573,-96.903798,www.dcccd.edu
3354,North Lake College,5001 North MacArthur Blvd.,Irving,TX,75038,(972) 273-3000,1,A,12332,Dallas,US,32.871878,-96.967106,www.northlakecollege.edu/Pages/default.aspx
3355,Northwood University-Texas,1114 W FM 1382,Cedar Hill,TX,75104,(972) 291-1541,2,A,971,Dallas,US,32.607123,-96.967103,www.northwood.edu
3356,Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241,(214) 379-5577,2,A,240,Dallas,US,32.677195,-96.755864,www.pqc.edu
3357,Southern Methodist University,6425 Boaz St,Dallas,TX,75275,(214) 768-2000,2,A,13650,Dallas,US,32.845254,-96.784855,www.smu.edu
3358,University of Dallas,1845 E Northgate Drive,Irving,TX,75062,(972) 721-5000,2,A,3047,Dallas,US,32.846202,-96.921573,www.udallas.edu
3359,The University of Texas at Dallas,800 West Campbell  Road,Richardson,TX,75080,(972) 883-2111,1,A,23499,Collin,US,32.989494,-96.748714,www.utdallas.edu
3360,Amberton University,1700 Eastgate Dr,Garland,TX,75041,(972) 279-6511,2,A,1464,Dallas,US,32.859937,-96.653028,www.amberton.edu
3361,Cisco College,101 College Heights,Cisco,TX,76437,(254) 442-5000,1,A,4043,Eastland,US,32.400611,-98.98545,www.cisco.edu
3362,Ranger College,1100 College Circle,Ranger,TX,76470,(254) 647-3234,1,A,2111,Eastland,US,32.454298,-98.686181,www.rangercollege.edu
3363,CUNY City College,160 Convent Ave,New York,NY,10031,(212) 650-7000,1,A,19128,New York,US,40.819794,-73.95055,www.ccny.cuny.edu
3364,New York College of Podiatric Medicine,53 East 124 Street,New York,NY,10035,(212) 410-8000,2,A,472,New York,US,40.804899,-73.940306,www.nycpm.edu
3365,American Commercial College-Odessa,5119 Twin Towers,Odessa,TX,79762,(432) 362-6768,3,A,85,Ector,US,31.901478,-102.340425,americancommercialcollege.com
3366,Icahn School of Medicine at Mount Sinai,"One Gustave L Levy Place, Box 1217",New York,NY,10029,(212) 241-6500,2,A,9306,New York,US,40.789801,-73.953445,www.mssm.edu
3367,Marymount Manhattan College,221 E 71st St,New York,NY,10021,(212) 517-0400,2,A,2403,New York,US,40.769108,-73.959676,www.mmm.edu
3368,New York School of Interior Design,170 East 70th Street,New York,NY,10021,(212) 472-1500,2,A,817,New York,US,40.768615,-73.962404,www.nysid.edu
3369,CUNY Hunter College,695 Park Ave,New York,NY,10065,(212) 772-4000,1,A,26662,New York,US,40.768669,-73.964795,www.hunter.cuny.edu
3370,Southern New Hampshire University,2500 North River Road,Manchester,NH,3106,(603) 668-2211,2,A,18061,Hillsborough,US,43.039892,-71.453938,www.snhu.edu
3371,Weill Cornell Medical College,"1300 York Ave, C-118",New York,NY,10065,(212) 746-1050,2,A,5887,New York,US,40.764738,-73.954839,www.med.cornell.edu
3372,Rockefeller University,1230 York Avenue,New York,NY,10065,(212) 327-8000,2,A,1670,New York,US,40.762927,-73.954912,www.rockefeller.edu
3373,Colby-Sawyer College,541 Main St,New London,NH,3257,(603) 526-3000,2,A,1779,Merrimack,US,43.411663,-71.975805,www.colby-sawyer.edu
3374,Odessa College,201 W University Blvd,Odessa,TX,79764,(432) 335-6400,1,A,5699,Ector,US,31.866095,-102.381676,www.odessa.edu
3375,Berkeley College-New York,3 East 43 Street,New York,NY,10017,(212) 986-4343,3,A,5352,New York,US,40.754043,-73.979577,www.BerkeleyCollege.edu
3376,College of St. Mary Magdalen,511 Kearsarge Mtn Rd,Warner,NH,3278,(603) 456-2656,2,A,67,Merrimack,US,43.314967,-71.834452,www.magdalen.edu
3377,Wood Tobe-Coburn School,8 E 40th St,New  York,NY,10016,(212) 686-9040,3,A,631,New York,US,40.751775,-73.981291,woodtobecoburn.edu
3378,The University of Texas of the Permian Basin,4901 E University,Odessa,TX,79762,(432) 552-2020,1,A,4465,Ector,US,31.889509,-102.329634,www.utpb.edu
3379,Chester College of New England,40 Chester St,Chester,NH,3036,(603) 887-4401,2,D,0,Rockingham,US,42.959302,-71.259553,www.chestercollege.edu
3380,SUNY College of Optometry,33 West 42nd Street,New York,NY,10036,(212) 938-4000,1,A,679,New York,US,40.754465,-73.982236,www.sunyopt.edu
3381,Portsmouth Beauty School of Hair Design,140 Congress Street,Portsmouth,NH,3801,(603) 436-7775,3,A,26,Rockingham,US,43.075738,-70.760148,www.portsmouthbeautyschool.com
3382,American Academy of Dramatic Arts-New York,120 Madison Ave,New York,NY,10016,(212) 686-9244,2,A,300,New York,US,40.745545,-73.984843,www.aada.edu
3383,University of New Hampshire-Main Campus,"105 Main St., Thompson Hall",Durham,NH,3824,(603) 862-1234,1,A,18879,Strafford,US,43.134235,-70.934512,www.unh.edu
3384,School of Visual Arts,209 E 23rd St,New York,NY,10010,(212) 592-2000,3,A,5850,New York,US,40.738742,-73.98224,www.sva.edu
3385,Touro College,27-33 W 23rd St,New York,NY,10010,(212) 463-0400,2,A,15453,New York,US,40.742172,-73.989932,www.touro.edu
3386,Ramapo College of New Jersey,505 Ramapo Valley Rd,Mahwah,NJ,7430,(201) 684-7500 ext 7500,1,A,6812,Bergen,US,41.080927,-74.174082,www.ramapo.edu
3387,Pacific College of Oriental Medicine-New York,"915 Broadway, 2nd Floor",New York,NY,10010,(212) 982-3456,3,A,711,New York,US,40.739816,-73.989976,WWW.PACIFICCOLLEGE.EDU
3388,Parisian Beauty School,362 State St,Hackensack,NJ,7601,(201) 487-2203 ext 110,3,A,377,Bergen,US,40.889769,-74.041349,www.parisianbeautyacademy.com
3389,Claflin University,400 Magnolia Street,Orangeburg,SC,29115,(803) 535-5000,2,A,2345,Orangeburg,US,33.497624,-80.853997,www.claflin.edu
3390,New York Conservatory for Dramatic Arts,39 W 19th Street,New York,NY,10011,(212) 645-0030,3,A,324,New York,US,40.740148,-73.993388,www.sft.edu
